location,landing,boat,trip,anglers,species,count,released,date,source
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,18 Anglers,Sheephead,3,False,2025-05-06,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,18 Anglers,Calico Bass,40,False,2025-05-06,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,18 Anglers,Rockfish,5,False,2025-05-06,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,18 Anglers,Calico Bass,75,True,2025-05-06,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,15 Anglers,Sculpin,10,False,2025-05-07,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,15 Anglers,Whitefish,5,False,2025-05-07,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,15 Anglers,Rockfish,120,False,2025-05-07,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,23 Anglers,Sculpin,2,False,2025-05-07,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,23 Anglers,Sheephead,2,False,2025-05-07,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,23 Anglers,Calico Bass,9,False,2025-05-07,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,23 Anglers,Rockfish,11,False,2025-05-07,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,17 Anglers,Halibut,1,False,2025-05-07,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,17 Anglers,Sculpin,46,False,2025-05-07,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,17 Anglers,Sheephead,1,False,2025-05-07,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,17 Anglers,Yellowtail,2,False,2025-05-07,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,17 Anglers,Whitefish,70,False,2025-05-07,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,17 Anglers,Rockfish,14,False,2025-05-07,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,19 Anglers,Rockfish,190,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,15 Anglers,Sculpin,8,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,15 Anglers,Sheephead,13,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,15 Anglers,Calico Bass,9,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,15 Anglers,Lingcod,1,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,15 Anglers,Rockfish,47,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,15 Anglers,Calico Bass,60,True,2025-05-08,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Lierty,3/4 Day,36 Anglers,Sculpin,8,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Lierty,3/4 Day,36 Anglers,Lingcod,3,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Lierty,3/4 Day,36 Anglers,Whitefish,75,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Lierty,3/4 Day,36 Anglers,Rockfish,64,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Lierty,3/4 Day,36 Anglers,Vermilion Rockfish,36,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,1/2 Day AM,11 Anglers,Bonito (up to 10 pounds),9,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Point Loma,1/2 Day AM,11 Anglers,Rockfish,38,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,27 Anglers,Rockfish,270,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,17 Anglers,Sand Bass,1,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,17 Anglers,Calico Bass,17,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,17 Anglers,Rockfish,3,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,17 Anglers,Barracuda,30,True,2025-05-08,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,17 Anglers,Calico Bass,75,True,2025-05-08,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Pacific Voyager,2.5 Day,18 Anglers,Bluefin Tuna,18,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Pacific Voyager,2.5 Day,18 Anglers,Yellowtail,3,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Pacific Voyager,2.5 Day,18 Anglers,Bonito,60,False,2025-05-08,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,15 Anglers,Bonito (up to 10 pounds),44,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,15 Anglers,Rockfish,87,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,11 Anglers,Bonito (up to 10 pounds),55,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,17 Anglers,Bonito,15,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,17 Anglers,Rockfish,130,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,24 Anglers,Bonito,14,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,24 Anglers,Rockfish,73,False,2025-05-09,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,3/4 Day Local,12 Anglers,Rockfish,120,False,2025-05-09,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,27 Anglers,Rockfish,90,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,29 Anglers,Bonito,50,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,29 Anglers,Rockfish,145,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,19 Anglers,Sheephead,4,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,19 Anglers,Bonito,96,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,19 Anglers,Rockfish,6,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,26 Anglers,Sculpin,7,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,26 Anglers,Sheephead,2,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,26 Anglers,Yellowtail,1,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,26 Anglers,Whitefish,112,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,26 Anglers,Bonito,2,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,26 Anglers,Rockfish,16,False,2025-05-09,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,37 Anglers,Bonito,5,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,51 Anglers,Sculpin,8,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,51 Anglers,Sheephead,6,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,51 Anglers,Rockfish,174,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Grande,Full Day,24 Anglers,Lingcod,4,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Grande,Full Day,24 Anglers,Whitefish,86,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Grande,Full Day,24 Anglers,Bonito,2,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Grande,Full Day,24 Anglers,Rockfish,74,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Horizon,2 Day,11 Anglers,Yellowtail,3,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Horizon,2 Day,11 Anglers,Rockfish,110,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Horizon,2 Day,11 Anglers,Red Rockfish,44,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,56 Anglers,Bonito,3,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,56 Anglers,Rockfish,80,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,36 Anglers,Sand Bass,2,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,36 Anglers,Sculpin,11,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day PM,36 Anglers,Rockfish,150,False,2025-05-10,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Sea Star,3/4 Day,9 Anglers,Copper Rockfish,4,False,2025-05-10,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Sea Star,3/4 Day,9 Anglers,Whitefish,1,False,2025-05-10,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Sea Star,3/4 Day,9 Anglers,Rockfish,20,False,2025-05-10,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Sea Star,3/4 Day,9 Anglers,Sanddab,30,False,2025-05-10,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Sea Star,3/4 Day,9 Anglers,Spanish Jack,2,False,2025-05-10,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Sea Star,3/4 Day,9 Anglers,Vermilion Rockfish,18,False,2025-05-10,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,32 Anglers,Sculpin,15,False,2025-05-10,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,32 Anglers,Whitefish,5,False,2025-05-10,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,32 Anglers,Rockfish,100,False,2025-05-10,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,32 Anglers,Sanddab,30,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,30 Anglers,Rockfish,87,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,20 Anglers,Barred Sand Bass,1,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,20 Anglers,Sheephead,1,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,20 Anglers,Lingcod,2,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,20 Anglers,Whitefish,82,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,20 Anglers,Rockfish,48,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,23 Anglers,Sand Bass,1,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,23 Anglers,Sculpin,12,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,23 Anglers,Calico Bass,7,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,23 Anglers,Rockfish,20,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,23 Anglers,Calico Bass,40,True,2025-05-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,50 Anglers,Bonito,33,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,44 Anglers,Bonito,165,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,35 Anglers,Sand Bass,4,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,35 Anglers,Sculpin,10,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,35 Anglers,Whitefish,175,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,35 Anglers,Bonito,2,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,35 Anglers,Rockfish,2,False,2025-05-10,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,51 Anglers,Bonito,39,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day AM,51 Anglers,Rockfish,35,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,26 Anglers,Sculpin,11,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,26 Anglers,Lingcod,1,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Fisherman's Landing Fish Counts,Dolphin,1/2 Day PM,26 Anglers,Rockfish,144,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Excaliur,2 Day,12 Anglers,Bluefin Tuna (up to 130 pounds),3,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Horizon,1.5 Day,11 Anglers,Yellowtail,3,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Horizon,1.5 Day,11 Anglers,Rockfish,110,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Horizon,1.5 Day,11 Anglers,Red Rockfish,44,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,28 Anglers,Rockfish,92,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Producer,1.5 Day,14 Anglers,Bluefin Tuna,1,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Producer,1.5 Day,14 Anglers,Yellowtail,2,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Producer,1.5 Day,14 Anglers,Bonito,11,False,2025-05-11,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,24 Anglers,Halibut,1,False,2025-05-11,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,24 Anglers,Calico Bass,5,False,2025-05-11,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,24 Anglers,Treefish,1,False,2025-05-11,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,24 Anglers,Halibut,4,True,2025-05-11,San Diego Fish Reports
"Oceanside, CA",Helgrens Sportfishing Fish Counts,Electra,1/2 Day AM,24 Anglers,Calico Bass,31,True,2025-05-11,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,15 Anglers,Rockfish,85,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Daily Doule,1/2 Day AM,30 Anglers,Rockfish,151,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Highliner,1.5 Day,16 Anglers,Bluefin Tuna,7,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Highliner,1.5 Day,16 Anglers,Bonito,30,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Highliner,1.5 Day,16 Anglers,Rockfish,80,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day AM,29 Anglers,Bonito,35,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,44 Anglers,Sand Bass,3,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,44 Anglers,Sculpin,1,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,44 Anglers,Calico Bass,2,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,44 Anglers,Rockfish,7,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,44 Anglers,Sand Bass,5,True,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day Twilight,44 Anglers,Calico Bass,30,True,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,53 Anglers,Whitefish,1,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,53 Anglers,Rockfish,10,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,New Seaforth,1/2 Day PM,53 Anglers,Vermilion Rockfish,6,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,22 Anglers,Sculpin,32,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,22 Anglers,Whitefish,110,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,San Diego,Full Day,22 Anglers,Rockfish,53,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Triute,1.5 Day,30 Anglers,Bluefin Tuna (up to 60 pounds),6,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Triute,1.5 Day,30 Anglers,Yellowtail,1,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",Seaforth Sportfishing Fish Counts,Voyager,1.5 Day,15 Anglers,Rockfish,120,False,2025-05-11,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,15 Anglers,Sculpin,1,False,2025-05-12,San Diego Fish Reports
"San Diego, CA",H&M Landing Fish Counts,Premier,1/2 Day AM,15 Anglers,Rockfish,130,False,2025-05-12,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,3/4 Day,9 Anglers,Calico Bass,10,False,2025-05-12,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,3/4 Day,9 Anglers,Rockfish,90,False,2025-05-12,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Pronto,3/4 Day,9 Anglers,Calico Bass,80,True,2025-05-12,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,19 Anglers,Sculpin,15,False,2025-05-12,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,19 Anglers,Rockfish,60,False,2025-05-12,San Diego Fish Reports
"Oceanside, CA",Oceanside Sea Center Fish Counts,Southern Cal,1/2 Day AM,19 Anglers,Sanddab,20,False,2025-05-12,San Diego Fish Reports
"San Diego, CA",Point Loma Sportfishing Fish Counts,Mission Belle,Full Day,21 Anglers,Lingcod,2,False,2025-05-12,San Diego Fish Reports
